Statistical profiling result from isolate-0x140008000-51285-v8.log, (19383 ticks, 12409 unaccounted, 0 excluded).

 [Shared libraries]:
   ticks  total  nonlib   name
    202    1.0%          /Users/chris/.nvm/versions/node/v20.19.1/bin/node

 [JavaScript]:
   ticks  total  nonlib   name
      5   38.5%        JS: *decl /Users/chris/Developer/Ghost/node_modules/broccoli-postcss-single/node_modules/postcss/lib/stringifier.js:46:30
      5  100.0%          JS: *body /Users/chris/Developer/Ghost/node_modules/broccoli-postcss-single/node_modules/postcss/lib/stringifier.js:84:30
      5  100.0%            JS: *rule /Users/chris/Developer/Ghost/node_modules/broccoli-postcss-single/node_modules/postcss/lib/stringifier.js:58:30
      4   30.8%        JS: ^decl /Users/chris/Developer/Ghost/node_modules/broccoli-postcss-single/node_modules/postcss/lib/stringifier.js:46:30
      2   50.0%          JS: *rule /Users/chris/Developer/Ghost/node_modules/broccoli-postcss-single/node_modules/postcss/lib/stringifier.js:58:30
      2  100.0%            JS: *stringify /Users/chris/Developer/Ghost/node_modules/broccoli-postcss-single/node_modules/postcss/lib/stringifier.js:31:40
      1   25.0%          JS: *stringify /Users/chris/Developer/Ghost/node_modules/broccoli-postcss-single/node_modules/postcss/lib/stringifier.js:31:40
      1  100.0%            JS: ^body /Users/chris/Developer/Ghost/node_modules/broccoli-postcss-single/node_modules/postcss/lib/stringifier.js:84:30
      1   25.0%          JS: *body /Users/chris/Developer/Ghost/node_modules/broccoli-postcss-single/node_modules/postcss/lib/stringifier.js:84:30
      1  100.0%            JS: *rule /Users/chris/Developer/Ghost/node_modules/broccoli-postcss-single/node_modules/postcss/lib/stringifier.js:58:30
      4   30.8%        JS: *rule /Users/chris/Developer/Ghost/node_modules/broccoli-postcss-single/node_modules/postcss/lib/stringifier.js:58:30
      3   75.0%          JS: *body /Users/chris/Developer/Ghost/node_modules/broccoli-postcss-single/node_modules/postcss/lib/stringifier.js:84:30
      3  100.0%            JS: ~root /Users/chris/Developer/Ghost/node_modules/broccoli-postcss-single/node_modules/postcss/lib/stringifier.js:35:30
      1   25.0%          JS: *stringify /Users/chris/Developer/Ghost/node_modules/broccoli-postcss-single/node_modules/postcss/lib/stringifier.js:31:40
      1  100.0%            JS: ^body /Users/chris/Developer/Ghost/node_modules/broccoli-postcss-single/node_modules/postcss/lib/stringifier.js:84:30
      5   11.9%      JS: ^relative /Users/chris/Developer/Ghost/node_modules/broccoli-postcss-single/node_modules/postcss/lib/map-generator.js:214:38
      4   80.0%        JS: *<anonymous> /Users/chris/Developer/Ghost/node_modules/broccoli-postcss-single/node_modules/postcss/lib/map-generator.js:250:40
      2   50.0%          JS: *rule /Users/chris/Developer/Ghost/node_modules/broccoli-postcss-single/node_modules/postcss/lib/stringifier.js:58:30
      1   50.0%            JS: *stringify /Users/chris/Developer/Ghost/node_modules/broccoli-postcss-single/node_modules/postcss/lib/stringifier.js:31:40
      1   50.0%            JS: *body /Users/chris/Developer/Ghost/node_modules/broccoli-postcss-single/node_modules/postcss/lib/stringifier.js:84:30
      1   25.0%          JS: ^block /Users/chris/Developer/Ghost/node_modules/broccoli-postcss-single/node_modules/postcss/lib/stringifier.js:102:32
      1  100.0%            JS: ^atrule /Users/chris/Developer/Ghost/node_modules/broccoli-postcss-single/node_modules/postcss/lib/stringifier.js:66:34
      1   25.0%          JS: *decl /Users/chris/Developer/Ghost/node_modules/broccoli-postcss-single/node_modules/postcss/lib/stringifier.js:46:30
      1  100.0%            JS: *rule /Users/chris/Developer/Ghost/node_modules/broccoli-postcss-single/node_modules/postcss/lib/stringifier.js:58:30
      1   20.0%        JS: ^sourcePath /Users/chris/Developer/Ghost/node_modules/broccoli-postcss-single/node_modules/postcss/lib/map-generator.js:232:42
      1  100.0%          JS: ^<anonymous> /Users/chris/Developer/Ghost/node_modules/broccoli-postcss-single/node_modules/postcss/lib/map-generator.js:250:40
      1  100.0%            JS: ^block /Users/chris/Developer/Ghost/node_modules/broccoli-postcss-single/node_modules/postcss/lib/stringifier.js:102:32
      1    2.4%      JS: *normalizeOptions /Users/chris/Developer/Ghost/node_modules/@babel/core/lib/transformation/normalize-opts.js:14:26
      1  100.0%        JS: *run /Users/chris/Developer/Ghost/node_modules/@babel/core/lib/transformation/index.js:21:14
      1  100.0%          Builtin: GeneratorPrototypeNext
      1  100.0%            JS: *transform /Users/chris/Developer/Ghost/node_modules/@babel/core/lib/transform.js:19:55
      1    2.4%      JS: *contextifySourceUrl /Users/chris/Developer/Ghost/node_modules/webpack/lib/NormalModule.js:141:29
      1  100.0%        JS: ^createSource /Users/chris/Developer/Ghost/node_modules/webpack/lib/NormalModule.js:863:14
      1  100.0%          JS: ^processResult /Users/chris/Developer/Ghost/node_modules/webpack/lib/NormalModule.js:917:25
      1  100.0%            JS: ^<anonymous> /Users/chris/Developer/Ghost/node_modules/webpack/lib/NormalModule.js:1031:4
      1    2.4%      JS: *contextifySourceMap /Users/chris/Developer/Ghost/node_modules/webpack/lib/NormalModule.js:156:29
      1  100.0%        JS: *processResult /Users/chris/Developer/Ghost/node_modules/webpack/lib/NormalModule.js:917:25
      1  100.0%          JS: *iterateNormalLoaders /Users/chris/Developer/Ghost/node_modules/webpack/node_modules/loader-runner/lib/LoaderRunner.js:231:30
      1  100.0%            JS: *iterateNormalLoaders /Users/chris/Developer/Ghost/node_modules/webpack/node_modules/loader-runner/lib/LoaderRunner.js:231:30
     37   18.3%    /Users/chris/.nvm/versions/node/v20.19.1/bin/node
     25   67.6%      /Users/chris/.nvm/versions/node/v20.19.1/bin/node
     13   52.0%        /Users/chris/.nvm/versions/node/v20.19.1/bin/node
     13  100.0%          /Users/chris/.nvm/versions/node/v20.19.1/bin/node
     10   76.9%            /Users/chris/.nvm/versions/node/v20.19.1/bin/node
      2   15.4%            Builtin: ArrayForEach
      1    7.7%            JS: ^writeFile /Users/chris/Developer/Ghost/node_modules/broccoli-rollup/dist/utils.js:35:19
      7   28.0%        JS: *Module.load node:internal/modules/cjs/loader:1262:33
      5   71.4%          /Users/chris/.nvm/versions/node/v20.19.1/bin/node
      4   80.0%            /Users/chris/.nvm/versions/node/v20.19.1/bin/node
      1   20.0%            JS: *require node:internal/modules/helpers:180:31
      2   28.6%          JS: *Module._load node:internal/modules/cjs/loader:1008:24
      2  100.0%            JS: *require node:internal/modules/helpers:180:31
      3   12.0%        Builtin: ArrayForEach
      1   33.3%          JS: ~_resolveDependencies /Users/chris/Developer/Ghost/node_modules/ember-cli/lib/models/package-info-cache/index.js:273:23
      1  100.0%            JS: ~loadAddon /Users/chris/Developer/Ghost/node_modules/ember-cli/lib/models/package-info-cache/index.js:246:12
      1   33.3%          JS: ~_readNodeModulesList /Users/chris/Developer/Ghost/node_modules/ember-cli/lib/models/package-info-cache/index.js:599:23
      1  100.0%            JS: ~_findPackage /Users/chris/Developer/Ghost/node_modules/ember-cli/lib/models/package-info-cache/index.js:366:15
      1   33.3%          /Users/chris/.nvm/versions/node/v20.19.1/bin/node
      1  100.0%            JS: ~<anonymous> /Users/chris/Developer/Ghost/node_modules/ember-cli/lib/models/package-info-cache/index.js:277:26
      1    4.0%        JS: ^loadNodeModulesSync /Users/chris/Developer/Ghost/node_modules/resolve/lib/sync.js:194:33
      1  100.0%          JS: ^resolveSync /Users/chris/Developer/Ghost/node_modules/resolve/lib/sync.js:73:38
      1  100.0%            /Users/chris/.nvm/versions/node/v20.19.1/bin/node
      1    4.0%        JS: ^defaultReadPackageSync /Users/chris/Developer/Ghost/node_modules/resolve/lib/sync.js:57:61
      1  100.0%          JS: ^loadpkg /Users/chris/Developer/Ghost/node_modules/resolve/lib/sync.js:138:21
      1  100.0%            JS: ^loadAsFileSync /Users/chris/Developer/Ghost/node_modules/resolve/lib/sync.js:115:28
      3    8.1%      JS: *toRealPath node:internal/modules/helpers:57:20
      2   66.7%        JS: *Module._findPath node:internal/modules/cjs/loader:668:28
      2  100.0%          /Users/chris/.nvm/versions/node/v20.19.1/bin/node
      2  100.0%            /Users/chris/.nvm/versions/node/v20.19.1/bin/node
      1   33.3%        /Users/chris/.nvm/versions/node/v20.19.1/bin/node
      1  100.0%          JS: *Module._resolveFilename node:internal/modules/cjs/loader:1131:35
      1  100.0%            JS: *Module._load node:internal/modules/cjs/loader:1008:24
      3    8.1%      JS: *getFileInfos /Users/chris/Developer/Ghost/node_modules/hash-for-dep/lib/hash-tree.js:13:22
      3  100.0%        JS: *<anonymous> /Users/chris/Developer/Ghost/node_modules/hash-for-dep/lib/hash-tree.js:34:59
      3  100.0%          JS: *getFileInfos /Users/chris/Developer/Ghost/node_modules/hash-for-dep/lib/hash-tree.js:13:22
      3  100.0%            JS: *<anonymous> /Users/chris/Developer/Ghost/node_modules/hash-for-dep/lib/hash-tree.js:34:59
      3    8.1%      Builtin: ArrayForEach
      3  100.0%        /Users/chris/.nvm/versions/node/v20.19.1/bin/node
      3  100.0%          /Users/chris/.nvm/versions/node/v20.19.1/bin/node
      3  100.0%            Builtin: ArrayForEach
      2    5.4%      JS: *Module.load node:internal/modules/cjs/loader:1262:33
      2  100.0%        /Users/chris/.nvm/versions/node/v20.19.1/bin/node
      2  100.0%          JS: *require node:internal/modules/helpers:180:31
      1   50.0%            JS: ~<anonymous> /Users/chris/Developer/Ghost/node_modules/babel-types/lib/definitions/init.js:1:11
      1   50.0%            JS: ~<anonymous> /Users/chris/Developer/Ghost/node_modules/babel-generator/node_modules/source-map/lib/base64-vlq.js:1:11
      1    2.7%      JS: ^AssignmentExpression.bindNode /Users/chris/Developer/Ghost/node_modules/ember-fetch/node_modules/rollup/dist/rollup.js:13777:56
      1  100.0%        JS: ^NodeBase.bind /Users/chris/Developer/Ghost/node_modules/ember-fetch/node_modules/rollup/dist/rollup.js:12948:40
      1  100.0%          JS: ^<anonymous> /Users/chris/Developer/Ghost/node_modules/ember-fetch/node_modules/rollup/dist/rollup.js:12956:33
      1  100.0%            JS: *NodeBase.eachChild /Users/chris/Developer/Ghost/node_modules/ember-fetch/node_modules/rollup/dist/rollup.js:12963:45
     17    8.4%    JS: *Module._resolveFilename node:internal/modules/cjs/loader:1131:35
     17  100.0%      JS: *Module._load node:internal/modules/cjs/loader:1008:24
     12   70.6%        JS: *fromTokens /Users/chris/Developer/Ghost/node_modules/postcss-custom-properties/node_modules/postcss-values-parser/lib/nodes/Func.js:116:20
     12  100.0%          JS: *unknownWord /Users/chris/Developer/Ghost/node_modules/postcss-custom-properties/node_modules/postcss-values-parser/lib/ValuesParser.js:142:14
      9   75.0%            JS: *parse /Users/chris/Developer/Ghost/node_modules/postcss-custom-properties/node_modules/postcss-values-parser/lib/index.js:17:8
      3   25.0%            JS: *other /Users/chris/Developer/Ghost/node_modules/postcss-custom-properties/node_modules/postcss-values-parser/lib/ValuesParser.js:77:8
      5   29.4%        JS: *require node:internal/modules/helpers:180:31
      4   80.0%          JS: ^fromTokens /Users/chris/Developer/Ghost/node_modules/postcss-custom-properties/node_modules/postcss-values-parser/lib/nodes/Func.js:116:20
      3   75.0%            JS: ^unknownWord /Users/chris/Developer/Ghost/node_modules/postcss-custom-properties/node_modules/postcss-values-parser/lib/ValuesParser.js:142:14
      1   25.0%            JS: *unknownWord /Users/chris/Developer/Ghost/node_modules/postcss-custom-properties/node_modules/postcss-values-parser/lib/ValuesParser.js:142:14
      1   20.0%          JS: ~<anonymous> /Users/chris/Developer/Ghost/node_modules/parse5/dist/cjs/tokenizer/preprocessor.js:1:11
      1  100.0%            /Users/chris/.nvm/versions/node/v20.19.1/bin/node
     15    7.4%    JS: *relative /Users/chris/Developer/Ghost/node_modules/broccoli-postcss-single/node_modules/postcss/lib/map-generator.js:214:38
     13   86.7%      JS: *<anonymous> /Users/chris/Developer/Ghost/node_modules/broccoli-postcss-single/node_modules/postcss/lib/map-generator.js:250:40
     11   84.6%        JS: *decl /Users/chris/Developer/Ghost/node_modules/broccoli-postcss-single/node_modules/postcss/lib/stringifier.js:46:30
     11  100.0%          JS: *rule /Users/chris/Developer/Ghost/node_modules/broccoli-postcss-single/node_modules/postcss/lib/stringifier.js:58:30
     11  100.0%            JS: *body /Users/chris/Developer/Ghost/node_modules/broccoli-postcss-single/node_modules/postcss/lib/stringifier.js:84:30
      2   15.4%        JS: *rule /Users/chris/Developer/Ghost/node_modules/broccoli-postcss-single/node_modules/postcss/lib/stringifier.js:58:30
      1   50.0%          JS: *stringify /Users/chris/Developer/Ghost/node_modules/broccoli-postcss-single/node_modules/postcss/lib/stringifier.js:31:40
      1  100.0%            JS: ^body /Users/chris/Developer/Ghost/node_modules/broccoli-postcss-single/node_modules/postcss/lib/stringifier.js:84:30
      1   50.0%          JS: *body /Users/chris/Developer/Ghost/node_modules/broccoli-postcss-single/node_modules/postcss/lib/stringifier.js:84:30
      1  100.0%            JS: ~root /Users/chris/Developer/Ghost/node_modules/broccoli-postcss-single/node_modules/postcss/lib/stringifier.js:35:30
      2   13.3%      JS: ^sourcePath /Users/chris/Developer/Ghost/node_modules/broccoli-postcss-single/node_modules/postcss/lib/map-generator.js:232:42
      2  100.0%        JS: ^<anonymous> /Users/chris/Developer/Ghost/node_modules/broccoli-postcss-single/node_modules/postcss/lib/map-generator.js:250:40
      2  100.0%          JS: *decl /Users/chris/Developer/Ghost/node_modules/broccoli-postcss-single/node_modules/postcss/lib/stringifier.js:46:30
      2  100.0%            JS: *rule /Users/chris/Developer/Ghost/node_modules/broccoli-postcss-single/node_modules/postcss/lib/stringifier.js:58:30
     14    6.9%    JS: *realpathSync node:fs:2652:22
      4   28.6%      JS: ^_walkSync /Users/chris/Developer/Ghost/node_modules/walk-sync/index.js:104:19
      4  100.0%        JS: ^_walkSync /Users/chris/Developer/Ghost/node_modules/walk-sync/index.js:104:19
      3   75.0%          JS: ^_walkSync /Users/chris/Developer/Ghost/node_modules/walk-sync/index.js:104:19
      3  100.0%            JS: ^_walkSync /Users/chris/Developer/Ghost/node_modules/walk-sync/index.js:104:19
      1   25.0%          JS: ^walkSync /Users/chris/Developer/Ghost/node_modules/walk-sync/index.js:7:18
      1  100.0%            JS: ^_getAddonTreeFiles /Users/chris/Developer/Ghost/node_modules/ember-cli/lib/models/addon.js:1058:21
      4   28.6%      JS: *symlink /Users/chris/Developer/Ghost/node_modules/symlink-or-copy/index.js:123:17
      2   50.0%        JS: ^symlinkOrCopySync /Users/chris/Developer/Ghost/node_modules/symlink-or-copy/index.js:97:28
      1   50.0%          JS: ^handleFs /Users/chris/Developer/Ghost/node_modules/broccoli-output-wrapper/dist/index.js:23:18
      1  100.0%            JS: ^_handleFile /Users/chris/Developer/Ghost/ghost/admin/node_modules/broccoli-persistent-filter/lib/index.js:265:22
      1   50.0%          JS: ^Funnel._copy /Users/chris/Developer/Ghost/node_modules/ember-cli/node_modules/broccoli-funnel/index.js:486:34
      1  100.0%            JS: ^Funnel.processFile /Users/chris/Developer/Ghost/node_modules/ember-cli/node_modules/broccoli-funnel/index.js:482:40
      2   50.0%        JS: *handleFs /Users/chris/Developer/Ghost/node_modules/broccoli-output-wrapper/dist/index.js:23:18
      1   50.0%          JS: ^_handleFile /Users/chris/Developer/Ghost/ghost/admin/node_modules/broccoli-persistent-filter/lib/index.js:265:22
      1  100.0%            JS: ^createOperation /Users/chris/Developer/Ghost/ghost/admin/node_modules/broccoli-persistent-filter/lib/index.js:241:47
